Data Venda;Canal de Venda;Local de Venda;PAX;Monetário Vendido;RPK
12/02/17;TeleVenda;Ellipsis;65;R$ 3.791,87;3891
12/02/17;TeleVenda;Ellipsis;804;R$ 15.727,18;48402
12/02/17;TeleVenda;Arena;843;R$ 25.961,17;129183
12/02/17;TeleVenda;Vast;104;R$ 6.543,90;5282
12/02/17;Telégrafo;Vast;58;R$ 2.137,05;2691
12/02/17;Telégrafo;Arena;61;R$ 3.647,61;9020
12/02/17;Porta a Porta;Arena;753;R$ 27.980,54;113636
12/02/17;TeleVenda;Arena;84;R$ 5.338,75;12338
12/02/17;Porta a Porta;Mindscape;586;R$ 18.512,82;71215
12/02/17;Telégrafo;Mindscape;51;R$ 3.219,43;6368
12/02/17;Porta a Porta;Vast;902;R$ 18.344,97;42195
12/02/17;TeleVenda;Mindscape;48;R$ 2.855,94;6279
12/02/17;Porta a Porta;Ellipsis;911;R$ 19.351,32;54717
12/02/17;TeleVenda;Vast;890;R$ 17.261,51;42284
12/02/17;TeleVenda;Mindscape;629;R$ 18.502,43;77766
13/02/17;Telégrafo;Ellipsis;46;R$ 2.022,13;2701
13/02/17;Porta a Porta;Vast;762;R$ 15.166,40;35931
13/02/17;TeleVenda;Vast;96;R$ 5.271,48;4483
13/02/17;TeleVenda;Ellipsis;658;R$ 13.457,39;38563
13/02/17;TeleVenda;Mindscape;715;R$ 21.521,23;87797
13/02/17;TeleVenda;Arena;91;R$ 5.548,93;13141
13/02/17;TeleVenda;Ellipsis;74;R$ 3.947,18;4335
13/02/17;Porta a Porta;Arena;526;R$ 20.043,63;74060
13/02/17;Porta a Porta;Mindscape;570;R$ 17.284,37;69559
13/02/17;Porta a Porta;Ellipsis;638;R$ 14.059,03;35710
13/02/17;Telégrafo;Mindscape;52;R$ 2.776,64;7084
13/02/17;TeleVenda;Arena;915;R$ 28.820,53;137257
13/02/17;TeleVenda;Vast;816;R$ 15.531,23;39084
13/02/17;TeleVenda;Mindscape;40;R$ 2.671,09;5403
13/02/17;Telégrafo;Arena;77;R$ 4.503,71;11290
13/02/17;Telégrafo;Vast;51;R$ 1.931,17;2548
14/02/17;TeleVenda;Mindscape;610;R$ 16.168,49;74426
14/02/17;Porta a Porta;Ellipsis;783;R$ 16.946,57;41629
14/02/17;Telégrafo;Mindscape;33;R$ 1.724,10;4510
14/02/17;TeleVenda;Vast;852;R$ 16.953,27;40538
14/02/17;Porta a Porta;Arena;577;R$ 22.545,50;80814
14/02/17;Porta a Porta;Mindscape;654;R$ 20.291,17;78240
14/02/17;Telégrafo;Arena;42;R$ 2.249,26;5993
14/02/17;Porta a Porta;Vast;992;R$ 19.325,41;46811
14/02/17;TeleVenda;Vast;82;R$ 3.977,41;4073
14/02/17;TeleVenda;Ellipsis;56;R$ 2.559,92;3396
14/02/17;Telégrafo;Vast;49;R$ 1.986,04;2261
14/02/17;TeleVenda;Arena;773;R$ 24.060,75;113221
14/02/17;TeleVenda;Ellipsis;649;R$ 13.529,14;36058
14/02/17;TeleVenda;Arena;71;R$ 4.304,45;10594
14/02/17;TeleVenda;Mindscape;33;R$ 1.821,39;3738
14/02/17;Telégrafo;Ellipsis;42;R$ 1.541,56;2365
15/02/17;Porta a Porta;Vast;1339;R$ 34.966,80;62759
15/02/17;Telégrafo;Mindscape;88;R$ 6.333,38;10871
15/02/17;TeleVenda;Ellipsis;227;R$ 13.929,60;13692
15/02/17;TeleVenda;Mindscape;116;R$ 8.039,02;13259
15/02/17;Telégrafo;Arena;102;R$ 7.016,91;14791
15/02/17;TeleVenda;Mindscape;1658;R$ 72.369,25;200645
15/02/17;Telégrafo;Ellipsis;59;R$ 3.339,73;3306
15/02/17;TeleVenda;Ellipsis;1580;R$ 49.376,96;87055
15/02/17;Porta a Porta;Mindscape;996;R$ 34.985,69;114772
15/02/17;TeleVenda;Arena;168;R$ 12.282,29;25144
15/02/17;TeleVenda;Vast;2352;R$ 78.858,82;109448
15/02/17;TeleVenda;Arena;1585;R$ 65.090,19;234077
15/02/17;Porta a Porta;Arena;822;R$ 36.160,19;116993
15/02/17;Porta a Porta;Ellipsis;963;R$ 26.214,56;51498
15/02/17;TeleVenda;Vast;252;R$ 15.347,16;12993
15/02/17;Telégrafo;Vast;80;R$ 4.008,23;3698
16/02/17;TeleVenda;Mindscape;1720;R$ 69.838,67;203492
16/02/17;TeleVenda;Arena;1638;R$ 66.672,22;243265
16/02/17;Telégrafo;Mindscape;82;R$ 5.210,75;9507
16/02/17;Porta a Porta;Arena;694;R$ 31.555,45;99614
16/02/17;Telégrafo;Arena;80;R$ 5.019,16;11169
16/02/17;TeleVenda;Vast;2285;R$ 72.685,91;106151
16/02/17;Porta a Porta;Vast;1048;R$ 28.147,25;51008
16/02/17;TeleVenda;Mindscape;148;R$ 9.408,27;16522
16/02/17;TeleVenda;Arena;193;R$ 12.380,85;28853
16/02/17;TeleVenda;Ellipsis;1464;R$ 44.807,44;80556
16/02/17;Porta a Porta;Ellipsis;736;R$ 21.492,77;39845
16/02/17;Telégrafo;Vast;90;R$ 4.103,01;4634
16/02/17;Telégrafo;Ellipsis;54;R$ 3.628,29;3234
16/02/17;TeleVenda;Vast;299;R$ 17.440,79;15095
16/02/17;Porta a Porta;Mindscape;1032;R$ 34.884,66;117190
16/02/17;TeleVenda;Ellipsis;256;R$ 16.929,67;15681
17/02/17;Porta a Porta;Vast;1052;R$ 27.193,58;50576
17/02/17;TeleVenda;Arena;195;R$ 13.110,91;28712
17/02/17;Porta a Porta;Arena;705;R$ 31.574,82;101961
17/02/17;TeleVenda;Arena;1677;R$ 67.056,37;249116
17/02/17;Telégrafo;Ellipsis;44;R$ 2.983,74;2457
17/02/17;TeleVenda;Ellipsis;220;R$ 14.013,54;13251
17/02/17;TeleVenda;Vast;2232;R$ 70.171,00;104181
17/02/17;TeleVenda;Ellipsis;1457;R$ 43.734,00;80212
17/02/17;Telégrafo;Vast;69;R$ 3.520,61;3275
17/02/17;Telégrafo;Mindscape;81;R$ 5.718,17;11136
17/02/17;Telégrafo;Arena;96;R$ 4.907,12;13620
17/02/17;TeleVenda;Mindscape;120;R$ 8.545,73;14362
17/02/17;Porta a Porta;Mindscape;1011;R$ 35.010,90;113038
17/02/17;TeleVenda;Mindscape;1702;R$ 71.194,41;202982
17/02/17;Porta a Porta;Ellipsis;718;R$ 20.975,34;38912
17/02/17;TeleVenda;Vast;266;R$ 15.769,07;12821
18/02/17;TeleVenda;Arena;175;R$ 12.806,58;24627
18/02/17;Porta a Porta;Ellipsis;855;R$ 24.663,95;47623
18/02/17;TeleVenda;Mindscape;110;R$ 8.065,87;13725
18/02/17;TeleVenda;Vast;2834;R$ 92.007,17;133618
18/02/17;Telégrafo;Vast;85;R$ 3.183,26;4013
18/02/17;TeleVenda;Ellipsis;238;R$ 14.166,97;14693
18/02/17;Telégrafo;Arena;112;R$ 5.614,52;15839
18/02/17;Telégrafo;Mindscape;87;R$ 3.807,70;9651
18/02/17;Porta a Porta;Arena;1031;R$ 40.392,71;142933
18/02/17;TeleVenda;Mindscape;1901;R$ 83.106,15;225296
18/02/17;Porta a Porta;Vast;1413;R$ 34.743,19;67809
18/02/17;TeleVenda;Arena;2256;R$ 88.505,05;330690
18/02/17;Porta a Porta;Mindscape;1041;R$ 35.872,52;118673
18/02/17;TeleVenda;Vast;282;R$ 18.147,08;13580
18/02/17;Telégrafo;Ellipsis;54;R$ 2.175,90;3325
18/02/17;TeleVenda;Ellipsis;1766;R$ 57.489,62;97551
19/02/17;TeleVenda;Mindscape;1809;R$ 39.200,96;223802
19/02/17;Telégrafo;Arena;178;R$ 6.990,61;26727
19/02/17;TeleVenda;Vast;2483;R$ 34.576,54;126615
19/02/17;Porta a Porta;Arena;2844;R$ 79.977,75;424422
19/02/17;Porta a Porta;Vast;2507;R$ 37.337,96;127612
19/02/17;TeleVenda;Ellipsis;121;R$ 6.941,53;7244
19/02/17;Porta a Porta;Mindscape;1774;R$ 43.890,14;208521
19/02/17;TeleVenda;Arena;3140;R$ 73.178,14;474353
19/02/17;Telégrafo;Mindscape;90;R$ 4.179,14;10788
19/02/17;TeleVenda;Ellipsis;1559;R$ 25.742,21;91392
19/02/17;Telégrafo;Vast;91;R$ 2.299,29;4701
19/02/17;TeleVenda;Mindscape;83;R$ 6.170,77;11234
19/02/17;Porta a Porta;Ellipsis;1547;R$ 29.725,02;93833
19/02/17;Telégrafo;Ellipsis;67;R$ 2.658,34;3931
19/02/17;TeleVenda;Vast;430;R$ 86.319,50;15191
19/02/17;TeleVenda;Arena;147;R$ 9.245,20;21382
20/02/17;TeleVenda;Arena;95;R$ 5.643,40;13609
20/02/17;TeleVenda;Arena;2082;R$ 51.714,28;304855
20/02/17;Porta a Porta;Vast;1527;R$ 24.350,06;75377
20/02/17;Telégrafo;Vast;79;R$ 2.337,05;3656
20/02/17;TeleVenda;Vast;1574;R$ 23.943,38;78763
20/02/17;Porta a Porta;Ellipsis;1112;R$ 21.563,56;65091
20/02/17;Porta a Porta;Arena;1603;R$ 48.210,71;229755
20/02/17;TeleVenda;Mindscape;1430;R$ 33.304,61;173800
20/02/17;Telégrafo;Mindscape;89;R$ 4.987,92;11200
20/02/17;TeleVenda;Mindscape;61;R$ 3.478,92;7242
20/02/17;Telégrafo;Arena;131;R$ 5.200,96;18947
20/02/17;TeleVenda;Ellipsis;1164;R$ 20.070,58;68596
20/02/17;TeleVenda;Vast;96;R$ 5.103,07;4450
20/02/17;TeleVenda;Ellipsis;87;R$ 4.640,13;5105
20/02/17;Porta a Porta;Mindscape;1343;R$ 34.357,48;159889
20/02/17;Telégrafo;Ellipsis;57;R$ 2.114,81;3651
21/02/17;TeleVenda;Vast;1644;R$ 25.060,60;80186
21/02/17;TeleVenda;Arena;77;R$ 4.421,28;11142
21/02/17;Porta a Porta;Vast;1926;R$ 30.815,19;93705
21/02/17;TeleVenda;Ellipsis;1232;R$ 20.811,53;70753
21/02/17;Porta a Porta;Ellipsis;1362;R$ 26.041,79;77269
21/02/17;Porta a Porta;Mindscape;1512;R$ 39.235,78;179502
21/02/17;TeleVenda;Mindscape;1163;R$ 26.199,38;141878
21/02/17;TeleVenda;Vast;77;R$ 3.532,06;3592
21/02/17;Porta a Porta;Arena;1669;R$ 51.774,44;236434
21/02/17;TeleVenda;Arena;1638;R$ 41.239,99;239020
21/02/17;Telégrafo;Arena;95;R$ 4.090,39;13794
21/02/17;TeleVenda;Mindscape;40;R$ 2.306,09;4962
21/02/17;Telégrafo;Vast;80;R$ 4.664,92;4106
21/02/17;Telégrafo;Mindscape;66;R$ 2.816,55;7883
21/02/17;Telégrafo;Ellipsis;53;R$ 2.169,90;3290
21/02/17;TeleVenda;Ellipsis;55;R$ 2.817,07;3280
22/02/17;TeleVenda;Ellipsis;214;R$ 14.165,09;13128
22/02/17;Telégrafo;Arena;115;R$ 6.445,97;17172
22/02/17;Porta a Porta;Arena;1272;R$ 45.887,89;180266
22/02/17;TeleVenda;Arena;1966;R$ 73.571,09;289373
22/02/17;TeleVenda;Vast;2666;R$ 81.228,25;125361
22/02/17;Porta a Porta;Mindscape;1381;R$ 42.001,34;158476
22/02/17;TeleVenda;Ellipsis;1820;R$ 50.885,24;99781
22/02/17;TeleVenda;Mindscape;111;R$ 8.215,37;12256
22/02/17;TeleVenda;Mindscape;1891;R$ 78.420,75;222694
22/02/17;Porta a Porta;Vast;1836;R$ 38.863,41;89604
22/02/17;Telégrafo;Ellipsis;58;R$ 3.078,11;3569
22/02/17;Telégrafo;Mindscape;89;R$ 5.641,39;10772
22/02/17;TeleVenda;Vast;246;R$ 15.739,70;11955
22/02/17;Telégrafo;Vast;82;R$ 3.714,42;4051
22/02/17;Porta a Porta;Ellipsis;1264;R$ 29.546,61;70693
22/02/17;TeleVenda;Arena;191;R$ 14.725,97;28916
23/02/17;Telégrafo;Vast;87;R$ 6.324,10;4426
23/02/17;TeleVenda;Ellipsis;219;R$ 14.090,97;13885
23/02/17;TeleVenda;Ellipsis;1602;R$ 46.665,79;90563
23/02/17;TeleVenda;Mindscape;125;R$ 9.439,60;15746
23/02/17;Telégrafo;Ellipsis;61;R$ 2.372,90;3427
23/02/17;Porta a Porta;Mindscape;907;R$ 31.680,82;103274
23/02/17;Telégrafo;Mindscape;79;R$ 5.343,93;9540
23/02/17;TeleVenda;Vast;257;R$ 17.540,00;12467
23/02/17;TeleVenda;Mindscape;1617;R$ 63.552,90;189086
23/02/17;TeleVenda;Arena;1620;R$ 63.763,24;236308
23/02/17;Porta a Porta;Vast;1060;R$ 27.527,25;50649
23/02/17;Porta a Porta;Ellipsis;795;R$ 21.676,06;43256
23/02/17;TeleVenda;Vast;2220;R$ 69.767,34;103897
23/02/17;Telégrafo;Arena;119;R$ 7.675,23;18221
23/02/17;Porta a Porta;Arena;742;R$ 32.361,68;104191
23/02/17;TeleVenda;Arena;192;R$ 14.826,93;29364
24/02/17;Telégrafo;Mindscape;90;R$ 5.163,58;11158
24/02/17;TeleVenda;Ellipsis;1489;R$ 43.407,67;82471
24/02/17;Porta a Porta;Mindscape;988;R$ 33.282,00;112800
24/02/17;Telégrafo;Ellipsis;56;R$ 3.804,63;3428
24/02/17;TeleVenda;Arena;1597;R$ 61.722,57;232760
24/02/17;TeleVenda;Mindscape;117;R$ 8.432,66;15372
24/02/17;TeleVenda;Ellipsis;225;R$ 14.759,93;13704
24/02/17;TeleVenda;Arena;206;R$ 14.949,83;30641
24/02/17;Porta a Porta;Vast;1024;R$ 27.351,68;47465
24/02/17;Telégrafo;Vast;83;R$ 4.878,26;4210
24/02/17;TeleVenda;Mindscape;1558;R$ 60.167,65;180490
24/02/17;Telégrafo;Arena;99;R$ 7.440,97;13841
24/02/17;Porta a Porta;Ellipsis;742;R$ 20.973,66;40894
24/02/17;Porta a Porta;Arena;714;R$ 30.266,75;98901
24/02/17;TeleVenda;Vast;2093;R$ 65.031,80;96454
24/02/17;TeleVenda;Vast;248;R$ 16.387,51;12581
25/02/17;TeleVenda;Arena;183;R$ 12.227,15;26594
25/02/17;Porta a Porta;Arena;774;R$ 31.610,97;105827
25/02/17;Porta a Porta;Ellipsis;785;R$ 20.840,62;43741
25/02/17;Porta a Porta;Mindscape;920;R$ 30.724,80;104245
25/02/17;TeleVenda;Vast;2072;R$ 64.110,53;98368
25/02/17;Telégrafo;Mindscape;69;R$ 5.343,17;8734
25/02/17;TeleVenda;Arena;1649;R$ 62.703,78;237393
25/02/17;TeleVenda;Ellipsis;216;R$ 14.073,61;13044
25/02/17;Porta a Porta;Vast;995;R$ 24.844,49;46835
25/02/17;Telégrafo;Vast;84;R$ 6.442,82;3928
25/02/17;TeleVenda;Mindscape;1654;R$ 67.273,03;194817
25/02/17;TeleVenda;Mindscape;117;R$ 9.009,00;14500
25/02/17;TeleVenda;Vast;225;R$ 14.677,91;11082
25/02/17;Telégrafo;Arena;93;R$ 10.112,41;12520
25/02/17;Telégrafo;Ellipsis;40;R$ 2.078,58;2053
25/02/17;TeleVenda;Ellipsis;1445;R$ 41.813,38;80502
26/02/17;TeleVenda;Mindscape;117;R$ 7.848,10;14668
26/02/17;Porta a Porta;Vast;987;R$ 24.401,76;47242
26/02/17;Telégrafo;Mindscape;92;R$ 7.409,08;10149
26/02/17;Porta a Porta;Ellipsis;725;R$ 18.501,77;39155
26/02/17;TeleVenda;Ellipsis;202;R$ 13.170,07;12620
26/02/17;Porta a Porta;Arena;673;R$ 28.152,47;95574
26/02/17;Porta a Porta;Mindscape;769;R$ 27.900,02;90851
26/02/17;TeleVenda;Arena;1632;R$ 62.763,52;243903
26/02/17;Telégrafo;Arena;81;R$ 6.662,43;11393
26/02/17;TeleVenda;Ellipsis;1447;R$ 40.578,85;78248
26/02/17;TeleVenda;Arena;177;R$ 12.291,76;26735
26/02/17;TeleVenda;Mindscape;1497;R$ 60.645,57;177884
26/02/17;Telégrafo;Ellipsis;55;R$ 3.004,20;3456
26/02/17;TeleVenda;Vast;2206;R$ 68.995,57;104548
26/02/17;TeleVenda;Vast;243;R$ 17.012,65;11547
26/02/17;Telégrafo;Vast;88;R$ 4.795,91;4546
27/02/17;Porta a Porta;Vast;1110;R$ 20.231,32;53405
27/02/17;TeleVenda;Arena;98;R$ 5.881,53;13946
27/02/17;Telégrafo;Ellipsis;48;R$ 1.967,74;2672
27/02/17;TeleVenda;Ellipsis;106;R$ 5.940,17;6506
27/02/17;TeleVenda;Mindscape;961;R$ 25.900,99;112790
27/02/17;Telégrafo;Mindscape;65;R$ 4.016,42;9175
27/02/17;Telégrafo;Vast;66;R$ 2.205,11;3198
27/02/17;Porta a Porta;Ellipsis;803;R$ 16.458,00;44265
27/02/17;TeleVenda;Vast;100;R$ 4.087,25;4553
27/02/17;TeleVenda;Arena;1355;R$ 38.592,63;198075
27/02/17;TeleVenda;Vast;1152;R$ 21.066,80;57285
27/02/17;Telégrafo;Arena;82;R$ 5.727,47;11884
27/02/17;TeleVenda;Mindscape;48;R$ 2.904,78;5471
27/02/17;TeleVenda;Ellipsis;946;R$ 18.370,64;54896
27/02/17;Porta a Porta;Arena;861;R$ 29.301,67;117088
27/02/17;Porta a Porta;Mindscape;810;R$ 23.123,14;88761
28/02/17;Porta a Porta;Ellipsis;795;R$ 16.350,90;43916
28/02/17;TeleVenda;Mindscape;38;R$ 2.363,64;4559
28/02/17;TeleVenda;Vast;973;R$ 16.489,48;46538
28/02/17;Porta a Porta;Mindscape;838;R$ 23.929,97;93421
28/02/17;TeleVenda;Ellipsis;68;R$ 3.142,28;4582
28/02/17;Telégrafo;Arena;81;R$ 5.240,99;11375
28/02/17;Telégrafo;Mindscape;52;R$ 3.078,24;6861
28/02/17;TeleVenda;Vast;78;R$ 3.360,69;3497
28/02/17;Telégrafo;Vast;72;R$ 1.988,13;3242
28/02/17;TeleVenda;Mindscape;695;R$ 18.456,38;84788
28/02/17;Telégrafo;Ellipsis;41;R$ 1.753,44;2312
28/02/17;Porta a Porta;Vast;1111;R$ 19.483,01;52823
28/02/17;Porta a Porta;Arena;794;R$ 28.842,89;106184
28/02/17;TeleVenda;Arena;946;R$ 27.967,75;137457
28/02/17;TeleVenda;Ellipsis;745;R$ 14.192,85;41989
28/02/17;TeleVenda;Arena;86;R$ 5.207,25;12712
01/03/17;TeleVenda;Mindscape;959;R$ 23.880,59;112112
01/03/17;TeleVenda;Vast;1392;R$ 23.349,95;64861
01/03/17;Telégrafo;Mindscape;73;R$ 3.675,72;8750
01/03/17;TeleVenda;Ellipsis;108;R$ 5.730,12;6722
01/03/17;TeleVenda;Vast;121;R$ 6.391,16;5602
01/03/17;TeleVenda;Arena;1124;R$ 33.342,09;166436
01/03/17;Telégrafo;Vast;96;R$ 3.351,29;4561
01/03/17;Porta a Porta;Arena;1024;R$ 37.723,00;139839
01/03/17;Telégrafo;Arena;77;R$ 5.344,74;11818
01/03/17;Porta a Porta;Vast;1863;R$ 30.650,74;86328
01/03/17;Telégrafo;Ellipsis;47;R$ 1.979,28;2700
01/03/17;Porta a Porta;Ellipsis;1355;R$ 26.203,33;72064
01/03/17;Porta a Porta;Mindscape;1379;R$ 36.213,13;155303
01/03/17;TeleVenda;Mindscape;72;R$ 4.441,42;8508
01/03/17;TeleVenda;Arena;94;R$ 5.969,06;14169
01/03/17;TeleVenda;Ellipsis;1050;R$ 19.043,15;57552
02/03/17;Telégrafo;Arena;127;R$ 6.265,84;18774
02/03/17;TeleVenda;Vast;289;R$ 17.639,47;13724
02/03/17;Porta a Porta;Arena;1053;R$ 42.654,32;151082
02/03/17;TeleVenda;Vast;2436;R$ 76.953,14;112997
02/03/17;Telégrafo;Ellipsis;62;R$ 2.883,83;3812
02/03/17;TeleVenda;Ellipsis;1730;R$ 46.843,79;95334
02/03/17;Telégrafo;Mindscape;87;R$ 4.764,24;11321
02/03/17;Porta a Porta;Ellipsis;1138;R$ 27.463,55;62412
02/03/17;TeleVenda;Arena;189;R$ 13.017,19;27479
02/03/17;Telégrafo;Vast;93;R$ 4.003,27;4735
02/03/17;TeleVenda;Ellipsis;237;R$ 15.109,09;14257
02/03/17;TeleVenda;Arena;1933;R$ 73.544,27;286050
02/03/17;TeleVenda;Mindscape;125;R$ 8.587,62;15382
02/03/17;Porta a Porta;Vast;1515;R$ 35.151,50;70551
02/03/17;TeleVenda;Mindscape;1666;R$ 66.786,33;194203
02/03/17;Porta a Porta;Mindscape;1158;R$ 37.143,09;132723
03/03/17;TeleVenda;Mindscape;1728;R$ 70.550,76;207216
03/03/17;TeleVenda;Vast;294;R$ 18.294,81;14139
03/03/17;TeleVenda;Vast;2398;R$ 77.104,76;112945
03/03/17;Telégrafo;Ellipsis;55;R$ 1.943,06;3029
03/03/17;Telégrafo;Vast;77;R$ 2.673,48;3493
03/03/17;TeleVenda;Ellipsis;1611;R$ 46.068,26;90278
03/03/17;TeleVenda;Arena;205;R$ 14.480,60;30039
03/03/17;Telégrafo;Mindscape;89;R$ 4.338,40;11444
03/03/17;Porta a Porta;Mindscape;971;R$ 31.918,06;109851
03/03/17;TeleVenda;Arena;1981;R$ 72.140,02;293661
03/03/17;TeleVenda;Ellipsis;279;R$ 18.628,26;16564
03/03/17;Porta a Porta;Arena;1008;R$ 40.047,50;144363
03/03/17;Telégrafo;Arena;131;R$ 6.519,07;19266
03/03/17;Porta a Porta;Ellipsis;802;R$ 21.661,40;44865
03/03/17;TeleVenda;Mindscape;132;R$ 8.794,40;15922
03/03/17;Porta a Porta;Vast;1154;R$ 30.839,91;54893
04/03/17;TeleVenda;Vast;261;R$ 15.572,26;12436
04/03/17;Telégrafo;Ellipsis;77;R$ 3.511,24;4603
04/03/17;TeleVenda;Arena;2084;R$ 74.337,94;308083
04/03/17;Telégrafo;Arena;124;R$ 6.390,03;18769
04/03/17;Porta a Porta;Ellipsis;905;R$ 23.825,92;49737
04/03/17;Telégrafo;Vast;80;R$ 2.627,26;3724
04/03/17;Porta a Porta;Arena;1141;R$ 43.369,03;164210
04/03/17;TeleVenda;Ellipsis;1698;R$ 47.056,22;94670
04/03/17;Porta a Porta;Vast;1266;R$ 32.351,91;61672
04/03/17;TeleVenda;Ellipsis;254;R$ 16.305,67;15554
04/03/17;TeleVenda;Arena;207;R$ 14.526,10;30364
04/03/17;TeleVenda;Vast;2469;R$ 75.901,68;116894
04/03/17;TeleVenda;Mindscape;140;R$ 9.774,66;15254
04/03/17;Porta a Porta;Mindscape;1020;R$ 34.911,17;119167
04/03/17;Telégrafo;Mindscape;75;R$ 4.503,33;9101
04/03/17;TeleVenda;Mindscape;1730;R$ 69.631,38;207008
05/03/17;Porta a Porta;Arena;926;R$ 35.776,99;130694
05/03/17;Telégrafo;Vast;96;R$ 4.695,23;4890
05/03/17;TeleVenda;Mindscape;121;R$ 8.825,49;15278
05/03/17;Telégrafo;Ellipsis;76;R$ 4.352,72;4445
05/03/17;Porta a Porta;Mindscape;839;R$ 29.188,05;97599
05/03/17;Telégrafo;Mindscape;78;R$ 4.997,54;10284
05/03/17;TeleVenda;Arena;1916;R$ 71.767,96;278487
05/03/17;Porta a Porta;Vast;1040;R$ 28.934,18;51541
05/03/17;TeleVenda;Vast;259;R$ 16.422,63;13070
05/03/17;TeleVenda;Ellipsis;1633;R$ 47.593,62;90533
05/03/17;Porta a Porta;Ellipsis;792;R$ 22.153,99;43807
05/03/17;TeleVenda;Ellipsis;233;R$ 15.246,01;14376
05/03/17;Telégrafo;Arena;138;R$ 8.632,23;20752
05/03/17;TeleVenda;Vast;2360;R$ 78.812,61;111985
05/03/17;TeleVenda;Arena;200;R$ 13.998,77;29210
05/03/17;TeleVenda;Mindscape;1789;R$ 78.204,98;211269
06/03/17;Telégrafo;Mindscape;112;R$ 10.532,03;14566
06/03/17;TeleVenda;Vast;108;R$ 5.378,36;5244
06/03/17;Telégrafo;Vast;114;R$ 6.771,50;5693
06/03/17;TeleVenda;Ellipsis;984;R$ 19.010,00;57819
06/03/17;Porta a Porta;Arena;1133;R$ 38.691,35;157987
06/03/17;TeleVenda;Arena;116;R$ 6.565,55;16822
06/03/17;Telégrafo;Arena;165;R$ 12.530,82;24336
06/03/17;Porta a Porta;Vast;1057;R$ 19.580,27;54860
06/03/17;TeleVenda;Vast;1126;R$ 20.372,50;57675
06/03/17;TeleVenda;Mindscape;56;R$ 3.293,42;6989
06/03/17;TeleVenda;Arena;1699;R$ 49.027,12;248809
06/03/17;Porta a Porta;Ellipsis;821;R$ 17.126,63;44871
06/03/17;TeleVenda;Mindscape;950;R$ 25.674,02;115975
06/03/17;Porta a Porta;Mindscape;772;R$ 23.459,04;89852
06/03/17;TeleVenda;Ellipsis;95;R$ 4.849,57;5699
06/03/17;Telégrafo;Ellipsis;85;R$ 6.176,60;4979
07/03/17;Telégrafo;Mindscape;50;R$ 2.628,92;6502
07/03/17;Telégrafo;Vast;52;R$ 1.497,62;2468
07/03/17;Porta a Porta;Ellipsis;969;R$ 19.982,12;53368
07/03/17;Porta a Porta;Mindscape;997;R$ 28.951,94;119138
07/03/17;TeleVenda;Mindscape;804;R$ 20.467,72;99906
07/03/17;TeleVenda;Ellipsis;75;R$ 3.993,62;4793
07/03/17;Porta a Porta;Arena;1185;R$ 43.934,45;167018
07/03/17;TeleVenda;Vast;1154;R$ 19.446,97;56740
07/03/17;TeleVenda;Arena;109;R$ 5.935,64;15878
07/03/17;TeleVenda;Mindscape;44;R$ 2.465,44;5057
07/03/17;Telégrafo;Arena;83;R$ 4.125,83;12385
07/03/17;TeleVenda;Arena;1224;R$ 36.059,22;180104
07/03/17;TeleVenda;Ellipsis;928;R$ 16.546,66;51220
07/03/17;TeleVenda;Vast;83;R$ 3.955,10;3813
07/03/17;Porta a Porta;Vast;1272;R$ 22.629,68;62642
07/03/17;Telégrafo;Ellipsis;55;R$ 1.634,80;2874
08/03/17;Porta a Porta;Ellipsis;1040;R$ 26.426,27;56982
08/03/17;TeleVenda;Mindscape;1847;R$ 72.496,92;222546
08/03/17;Telégrafo;Vast;93;R$ 3.844,95;4477
08/03/17;Porta a Porta;Mindscape;1202;R$ 38.154,38;137242
08/03/17;TeleVenda;Arena;227;R$ 16.482,28;33227
08/03/17;Porta a Porta;Vast;1384;R$ 33.046,68;65655
08/03/17;TeleVenda;Vast;2559;R$ 79.393,81;118774
08/03/17;Telégrafo;Ellipsis;66;R$ 3.565,32;3686
08/03/17;Telégrafo;Mindscape;91;R$ 4.869,87;11281
08/03/17;TeleVenda;Ellipsis;1735;R$ 47.128,54;96767
08/03/17;Telégrafo;Arena;136;R$ 6.977,20;19503
08/03/17;TeleVenda;Mindscape;141;R$ 9.979,46;18216
08/03/17;TeleVenda;Ellipsis;273;R$ 17.216,30;16585
08/03/17;TeleVenda;Arena;2032;R$ 72.333,98;293161
08/03/17;Porta a Porta;Arena;1177;R$ 44.171,81;160097
08/03/17;TeleVenda;Vast;262;R$ 18.569,82;12374
09/03/17;Telégrafo;Arena;148;R$ 9.044,08;21502
09/03/17;TeleVenda;Mindscape;142;R$ 9.133,72;15644
09/03/17;TeleVenda;Ellipsis;258;R$ 16.501,31;15587
09/03/17;Porta a Porta;Vast;1161;R$ 29.435,09;55564
09/03/17;TeleVenda;Arena;2126;R$ 73.187,14;303796
09/03/17;Telégrafo;Vast;118;R$ 7.028,01;5756
09/03/17;TeleVenda;Vast;276;R$ 18.705,50;13774
09/03/17;Telégrafo;Ellipsis;102;R$ 7.549,77;5573
09/03/17;Porta a Porta;Mindscape;1089;R$ 36.275,78;126607
09/03/17;TeleVenda;Arena;246;R$ 17.800,82;37678
09/03/17;Telégrafo;Mindscape;90;R$ 6.183,44;10791
09/03/17;TeleVenda;Vast;2402;R$ 73.037,98;113568
09/03/17;TeleVenda;Ellipsis;1635;R$ 46.280,80;91444
